avg_reward,avg_loss,avg_q,avg_ep_reward,max_ep_reward,min_ep_reward,num_game
0.656,0.10490959597376262,2.39257602136222,30.654205607476637,160.0,0.0,107
0.588,0.10910686966987308,2.4556411769969637,23.902439024390244,180.0,0.0,123
0.636,0.1106713839213836,2.5126916673196655,32.44897959183673,180.0,0.0,98
0.584,0.11001945494745764,2.5321292350107063,27.037037037037038,160.0,0.0,108
0.636,0.1092425404790969,2.5315400542291684,28.64864864864865,180.0,0.0,111
0.688,0.11036551340400037,2.4669907996091527,32.45283018867924,140.0,0.0,106
0.6,0.10748031339186438,2.569264819673008,25.217391304347824,160.0,0.0,115
0.772,0.10528856392577945,2.5832667824585855,41.06382978723404,140.0,0.0,94
0.676,0.11158731805134628,2.607810657678051,34.14141414141414,200.0,0.0,99
0.66,0.10525587383915527,2.6066992537709144,30.8411214953271,200.0,0.0,107
0.616,0.1131587218552295,2.6471412859544428,30.495049504950494,140.0,0.0,101
0.74,0.10662959279809273,2.6351112794195983,35.19230769230769,200.0,0.0,104
0.648,0.1114459192696845,2.6724394989315705,31.153846153846153,200.0,0.0,104
0.592,0.11061066492059707,2.6538100533553424,27.476635514018692,160.0,0.0,107
0.636,0.1093747027238522,2.6554290059060213,35.111111111111114,180.0,0.0,90
0.536,0.10479737609172267,2.658364245746217,23.333333333333332,200.0,0.0,114
0.58,0.11390569456175248,2.7132019769937603,25.892857142857142,200.0,0.0,112
0.668,0.11182384408595929,2.6744859160078205,34.623655913978496,180.0,0.0,93
0.632,0.10898221898771611,2.6602527442095494,32.916666666666664,180.0,0.0,96
0.728,0.10676808295083065,2.6366547006056917,40.0,180.0,0.0,91
0.748,0.10364189474091628,2.5892153210991067,42.98850574712644,160.0,0.0,87
0.632,0.10953726562354242,2.581909838833635,34.130434782608695,120.0,0.0,92
0.672,0.10650894436766457,2.5437223956590596,40.73170731707317,200.0,0.0,82
0.616,0.10723377217346922,2.518215656091746,34.60674157303371,100.0,0.0,89
0.708,0.10574917477987311,2.601961343488678,43.170731707317074,140.0,0.0,82
0.652,0.10430115018045064,2.6376483725444344,35.824175824175825,180.0,0.0,91
0.684,0.09997539761240277,2.6414271828114564,36.774193548387096,180.0,0.0,93
0.552,0.10507903287808373,2.6470143931036705,26.796116504854368,180.0,0.0,103
0.644,0.1042265761256778,2.7019615229971334,36.0919540229885,200.0,0.0,87
0.76,0.10267196628005004,2.688728949914077,43.333333333333336,200.0,0.0,84
0.604,0.1046070517673302,2.736867981681914,32.043010752688176,180.0,0.0,93
0.74,0.10795725018333621,2.75842940571378,48.421052631578945,200.0,0.0,76
0.756,0.10240307967487665,2.7932350310584066,51.388888888888886,200.0,0.0,72
0.748,0.10544333183019794,2.818195485917708,60.32258064516129,180.0,0.0,62
0.684,0.10342929092701132,2.801776412358288,44.73684210526316,180.0,0.0,76
0.78,0.1039414241996612,2.7795961944123646,59.09090909090909,220.0,0.0,66
0.72,0.10343222052306128,2.7841214099198415,49.04109589041096,180.0,0.0,73
0.764,0.10713982230870511,2.8174835239461786,55.072463768115945,180.0,0.0,69
0.672,0.10812700265530657,2.870943027550704,40.0,180.0,0.0,84
0.628,0.10932901545577764,2.8624847918772454,42.77777777777778,160.0,0.0,72
0.812,0.11104908955518161,2.9431780916764128,56.901408450704224,180.0,0.0,71
0.72,0.10845329322137007,2.9739920511570417,47.67123287671233,180.0,0.0,73
0.756,0.10691191069808856,2.998169375334292,59.0625,200.0,0.0,64
0.788,0.10776363060993191,2.9876944578581868,61.5625,200.0,0.0,64
0.6,0.10699931256307982,2.9652234162023308,37.922077922077925,160.0,0.0,77
0.748,0.10593227051225027,2.9394008293393674,57.53846153846154,180.0,0.0,65
0.752,0.10778030506594495,2.9816289370907554,55.75757575757576,180.0,0.0,66
0.74,0.10930199707720327,3.0081017285420226,54.411764705882355,180.0,0.0,68
0.628,0.10543584300884462,3.0121130862062215,37.83132530120482,200.0,0.0,83
0.704,0.10439638592069624,3.017101260847453,51.01449275362319,220.0,0.0,69
0.612,0.11016865726222769,3.011192456749065,43.714285714285715,220.0,0.0,70
0.652,0.10667002220996959,3.0277150542535796,43.513513513513516,180.0,0.0,74
0.736,0.10169875476397192,2.994802348498588,51.83098591549296,180.0,0.0,71
0.692,0.10668440124237982,3.06809374874254,47.605633802816904,160.0,0.0,71
0.664,0.10612318696653054,3.0577970245766055,47.2463768115942,180.0,0.0,69
0.692,0.10817233521398378,3.0752643049471167,46.13333333333333,120.0,0.0,75
0.66,0.10607592626119475,3.0774288615787464,46.19718309859155,140.0,0.0,71
0.696,0.10478895015349934,3.068885722617167,50.88235294117647,180.0,0.0,68
0.78,0.09834801459514089,3.0640846574863363,60.0,180.0,0.0,64
0.636,0.10084555568198088,3.103787282378473,43.56164383561644,180.0,0.0,73
0.584,0.1073757243280803,3.135035949006311,38.93333333333333,180.0,0.0,75
0.58,0.10413908983524141,3.1192866070712615,38.91891891891892,200.0,0.0,74
0.676,0.10190909816055785,3.155657436388972,48.98550724637681,180.0,0.0,69
0.628,0.10377932774519573,3.1873659634533515,44.225352112676056,180.0,0.0,71
0.64,0.10879684361885081,3.174006858831729,46.76470588235294,180.0,0.0,68
0.624,0.10094585747280999,3.1461515679589738,40.78947368421053,180.0,0.0,76
0.644,0.10296420352821906,3.136113049959438,41.81818181818182,160.0,0.0,77
0.66,0.09859903833155338,3.122914884245339,49.09090909090909,160.0,0.0,66
0.704,0.10324359203903034,3.0828963588932066,44.55696202531646,160.0,0.0,79
0.608,0.10156507339211732,3.0761263176079128,35.76470588235294,140.0,0.0,85
0.636,0.10093340929348261,3.1620997674113784,43.943661971830984,140.0,0.0,71
0.552,0.10280788357567908,3.1655709231928615,35.38461538461539,200.0,0.0,78
0.572,0.1020728890957128,3.202331817660203,37.63157894736842,140.0,0.0,76
0.612,0.09791497590414065,3.254190789832072,41.08108108108108,180.0,0.0,74
0.508,0.10376176024868103,3.28292538849777,34.794520547945204,180.0,0.0,73
0.532,0.10426324746353485,3.3286289005007497,35.46666666666667,160.0,0.0,75
0.564,0.10118104334345389,3.336061219799075,44.76190476190476,120.0,0.0,63
0.54,0.10117980330027233,3.3240847944363847,34.177215189873415,120.0,0.0,79
0.6,0.0994181123930896,3.2875746006822055,35.42168674698795,120.0,0.0,83
0.644,0.09644362026475656,3.3007455291204386,39.26829268292683,160.0,0.0,82
0.616,0.09795629831057129,3.2561709829820127,41.666666666666664,160.0,0.0,72
0.576,0.09802894824000039,3.262799545402859,35.55555555555556,120.0,0.0,81
0.552,0.0999880662769469,3.2635365897289645,38.05555555555556,160.0,0.0,72
0.64,0.09754769601869934,3.3019913017466402,44.44444444444444,180.0,0.0,72
0.592,0.0980293565310964,3.349819524271188,42.89855072463768,120.0,0.0,69
0.556,0.09657300104827775,3.360098042756154,36.103896103896105,120.0,0.0,77
0.54,0.09672281394611663,3.372501471152207,34.86486486486486,160.0,0.0,74
0.556,0.09623736492625595,3.3705847907047466,40.88235294117647,180.0,0.0,68
0.572,0.09502180377260466,3.3570402513026436,34.81481481481482,140.0,0.0,81
0.5,0.09571869832265839,3.3577865383876095,33.78378378378378,140.0,0.0,74
0.64,0.09642150892765232,3.393401887807597,39.02439024390244,160.0,0.0,82
0.368,0.0980288409030648,3.3275009325680376,26.666666666666668,100.0,0.0,69
0.536,0.09791308127024809,3.325554356344711,40.92307692307692,140.0,0.0,65
0.628,0.09201359831183951,3.303595478159043,43.013698630136986,140.0,0.0,73
0.46,0.09820329128689066,3.308251661846264,32.46376811594203,100.0,0.0,69
0.608,0.08785208650418459,3.3664043812362903,41.08108108108108,160.0,0.0,74
0.668,0.09541917325692979,3.3296523445570716,42.0253164556962,140.0,20.0,79
0.568,0.08806203120009522,3.339795017091414,38.108108108108105,160.0,0.0,74
0.604,0.09362640645870203,3.2747497690733898,38.717948717948715,140.0,0.0,78
0.624,0.08959635224430448,3.257182647611373,40.25974025974026,200.0,0.0,77
0.6,0.09247369855053623,3.310747979278142,44.11764705882353,140.0,0.0,68
0.604,0.08938238338819826,3.2937749914016785,41.971830985915496,180.0,0.0,71
0.684,0.09395831014341786,3.2920653357180854,46.3013698630137,180.0,20.0,73
0.588,0.08674583994657448,3.2345432030805403,36.75,140.0,0.0,80
0.616,0.09060003253141037,3.2275589477808087,40.0,160.0,0.0,77
0.632,0.08992982551711672,3.224852962335328,42.432432432432435,120.0,0.0,74
0.664,0.08517435693403164,3.2331138567044824,40.48780487804878,180.0,0.0,82
0.62,0.08587209947051998,3.2050443071570904,40.53333333333333,160.0,0.0,75
0.656,0.08417936643916846,3.2239872197357324,43.1578947368421,140.0,0.0,76
0.664,0.08475518576553746,3.227533009914963,47.53623188405797,160.0,0.0,69
0.544,0.09229605616104726,3.210558507030626,36.0,120.0,0.0,75
0.616,0.0875508723000329,3.1808737377656042,41.08108108108108,160.0,0.0,74
0.632,0.08550661823104452,3.167298782835294,42.13333333333333,120.0,0.0,75
0.464,0.08420059999812834,3.1576741415644487,33.8235294117647,160.0,0.0,68
0.628,0.08628348029874983,3.155438862805884,42.432432432432435,140.0,0.0,74
0.712,0.08261418596913805,3.1423353268491865,48.108108108108105,160.0,0.0,74
0.66,0.08226461134277337,3.135758672360853,46.19718309859155,160.0,0.0,71
0.592,0.08556702260560527,3.0984708081137446,38.44155844155844,100.0,20.0,77
0.632,0.08027975636134659,3.076945193596007,39.49367088607595,140.0,0.0,79
0.692,0.0838162059802982,3.0661045661165143,43.29113924050633,180.0,0.0,79
0.588,0.08163065611154342,3.0533128381720056,40.833333333333336,140.0,0.0,72
0.66,0.08298648274876722,3.057216268254006,42.5974025974026,160.0,0.0,77
0.724,0.07881316401317891,3.0041803766221915,50.70422535211268,140.0,0.0,71
0.684,0.07814344734133513,3.0022995505960166,45.67567567567568,120.0,20.0,74
0.696,0.07811733078238703,2.996920291526112,50.14492753623188,200.0,20.0,69
0.604,0.07731945142859907,2.9459804397486358,37.721518987341774,180.0,0.0,79
0.696,0.07759741693860377,2.9294119697365253,49.42857142857143,140.0,0.0,70
0.608,0.07885697514729975,2.899955139779327,41.64383561643836,140.0,0.0,73
0.736,0.07752537117383085,2.9218681958133557,50.27777777777778,180.0,2
